TIMESTAMPms		M1HIGHRESIMUabspressure
40	1.006740000000000e+05
60	1.006759921875000e+05
80	1.006810000000000e+05
100	1.006829921875000e+05
120	1.006750000000000e+05
141	1.006980000000000e+05
161	1.006829921875000e+05
181	1.006810000000000e+05
201	1.006900000000000e+05
221	1.006880000000000e+05
241	1.006850000000000e+05
261	1.006829921875000e+05
281	1.006829921875000e+05
301	1.006820000000000e+05
321	1.006889921875000e+05
341	1.006860000000000e+05
358	1.006860000000000e+05
382	1.006820000000000e+05
398	1.006820000000000e+05
422	1.006910000000000e+05
438	1.006910000000000e+05
462	1.006850000000000e+05
482	1.006910000000000e+05
502	1.006820000000000e+05
518	1.006820000000000e+05
538	1.006900000000000e+05
558	1.006860000000000e+05
582	1.006810000000000e+05
602	1.006880000000000e+05
622	1.006850000000000e+05
642	1.006850000000000e+05
662	1.006840000000000e+05
679	1.006840000000000e+05
699	1.006759921875000e+05
723	1.006820000000000e+05
739	1.006850000000000e+05
763	1.006759921875000e+05
779	1.006829921875000e+05
803	1.006800000000000e+05
819	1.006850000000000e+05
839	1.006820000000000e+05
859	1.006820000000000e+05
883	1.006790000000000e+05
899	1.006750000000000e+05
923	1.006810000000000e+05
943	1.006829921875000e+05
959	1.006829921875000e+05
983	1.006829921875000e+05
1003	1.006720000000000e+05
1019	1.006759921875000e+05
1043	1.006759921875000e+05
1063	1.006769921875000e+05
1083	1.006800000000000e+05
1099	1.006790000000000e+05
1123	1.006780000000000e+05
1139	1.006850000000000e+05
1163	1.006870000000000e+05
1179	1.006740000000000e+05
1199	1.006840000000000e+05
1219	1.006730000000000e+05
1236	1.006730000000000e+05
1261	1.006710000000000e+05
1281	1.006829921875000e+05
1301	1.006820000000000e+05
1317	1.006800000000000e+05
1337	1.006889921875000e+05
1361	1.006829921875000e+05
1382	1.006710000000000e+05
1402	1.006710000000000e+05
1418	1.006800000000000e+05
1442	1.006860000000000e+05
1458	1.006860000000000e+05
1482	1.006800000000000e+05
1502	1.006840000000000e+05
1522	1.006740000000000e+05
1538	1.006750000000000e+05
1562	1.006780000000000e+05
1582	1.006800000000000e+05
1599	1.006780000000000e+05
1619	1.006780000000000e+05
1643	1.006800000000000e+05
1659	1.006769921875000e+05
1683	1.006829921875000e+05
1703	1.006790000000000e+05
1719	1.006740000000000e+05
1739	1.006800000000000e+05
1759	1.006730000000000e+05
1779	1.006790000000000e+05
1799	1.006699921875000e+05
1819	1.006730000000000e+05
1843	1.006639921875000e+05
1859	1.006710000000000e+05
1879	1.006650000000000e+05
1899	1.006590000000000e+05
1919	1.006620000000000e+05
1939	1.006730000000000e+05
1959	1.006570000000000e+05
1979	1.006680000000000e+05
2003	1.006650000000000e+05
2019	1.006699921875000e+05
2043	1.006560000000000e+05
2059	1.006650000000000e+05
2083	1.006650000000000e+05
2099	1.006680000000000e+05
2123	1.006680000000000e+05
2139	1.006639921875000e+05
2160	1.006639921875000e+05
2181	1.006540000000000e+05
2201	1.006550000000000e+05
2221	1.006509921875000e+05
2241	1.006540000000000e+05
2261	1.006560000000000e+05
2281	1.006440000000000e+05
2301	1.006490000000000e+05
2317	1.006550000000000e+05
2341	1.006490000000000e+05
2361	1.006500000000000e+05
2381	1.006460000000000e+05
2401	1.006480000000000e+05
2421	1.006500000000000e+05
2441	1.006509921875000e+05
2461	1.006519921875000e+05
2481	1.006560000000000e+05
2501	1.006590000000000e+05
2521	1.006519921875000e+05
2541	1.006480000000000e+05
2561	1.006820000000000e+05
2577	1.006920000000000e+05
2601	1.006850000000000e+05
2623	1.006840000000000e+05
2638	1.006759921875000e+05
2658	1.006840000000000e+05
2682	1.006860000000000e+05
2702	1.006790000000000e+05
2722	1.006720000000000e+05
2742	1.006790000000000e+05
2758	1.006820000000000e+05
2782	1.006910000000000e+05
2802	1.006840000000000e+05
2822	1.006850000000000e+05
2838	1.006810000000000e+05
2862	1.006820000000000e+05
2878	1.006880000000000e+05
2902	1.006730000000000e+05
2922	1.006750000000000e+05
2943	1.006790000000000e+05
2959	1.006800000000000e+05
2979	1.006889921875000e+05
3003	1.006829921875000e+05
3019	1.006750000000000e+05
3039	1.006769921875000e+05
3059	1.006740000000000e+05
3080	1.006780000000000e+05
3100	1.006759921875000e+05
3120	1.006699921875000e+05
3140	1.006720000000000e+05
3160	1.006750000000000e+05
3180	1.006780000000000e+05
3200	1.006670000000000e+05
3220	1.006590000000000e+05
3240	1.006550000000000e+05
3260	1.006540000000000e+05
3280	1.006490000000000e+05
3300	1.006540000000000e+05
3320	1.006519921875000e+05
3340	1.006519921875000e+05
3360	1.006519921875000e+05
3380	1.006480000000000e+05
3400	1.006500000000000e+05
3420	1.006519921875000e+05
3440	1.006410000000000e+05
3460	1.006420000000000e+05
3480	1.006410000000000e+05
3500	1.006400000000000e+05
3520	1.006180000000000e+05
3540	1.006259921875000e+05
3560	1.006220000000000e+05
3580	1.006180000000000e+05
3600	1.006019921875000e+05
3620	1.006100000000000e+05
3640	1.006040000000000e+05
3660	1.006040000000000e+05
3680	1.005990000000000e+05
3700	1.005990000000000e+05
3720	1.005880000000000e+05
3740	1.005920000000000e+05
3764	1.005860000000000e+05
3780	1.005860000000000e+05
3796	1.005889921875000e+05
3822	1.005750000000000e+05
3838	1.005800000000000e+05
3858	1.005710000000000e+05
3882	1.005550000000000e+05
3902	1.005610000000000e+05
3918	1.005600000000000e+05
3942	1.005610000000000e+05
3958	1.005660000000000e+05
3982	1.005579921875000e+05
3998	1.005600000000000e+05
4018	1.005480000000000e+05
4038	1.005490000000000e+05
4058	1.005350000000000e+05
4082	1.005470000000000e+05
4098	1.005490000000000e+05
4118	1.005269921875000e+05
4142	1.005340000000000e+05
4158	1.005199921875000e+05
4179	1.005259921875000e+05
4200	1.005240000000000e+05
4220	1.005300000000000e+05
4240	1.005220000000000e+05
4260	1.005230000000000e+05
4284	1.005190000000000e+05
4300	1.005190000000000e+05
4320	1.005210000000000e+05
4340	1.005180000000000e+05
4360	1.005110000000000e+05
4380	1.005100000000000e+05
4400	1.005190000000000e+05
4420	1.005170000000000e+05
4440	1.005030000000000e+05
4460	1.005009921875000e+05
4480	1.005000000000000e+05
4500	1.005100000000000e+05
4520	1.005060000000000e+05
4540	1.005060000000000e+05
4560	1.005120000000000e+05
4580	1.005079921875000e+05
4600	1.005060000000000e+05
4620	1.004990000000000e+05
4640	1.005060000000000e+05
4660	1.005090000000000e+05
4680	1.004980000000000e+05
4700	1.004949921875000e+05
4720	1.004940000000000e+05
